向上中沙路口,206926.3384,2674738.153
向上忠明南路口,215254.1245,2671311.003
向上永春東七路口,212878.822,2671278.199
向上英才路口,216064.139,2671315.657
向上五權西路口,212547.1121,2671125.59
向上屏西路口,206012.9763,2677645.339
向上南新路口,206739.8827,2675101.546
向上民權路口,216396.4552,2671313.096
向上嶺東路口,210600.6458,2671729.102
向上精科路口,210215.6937,2671839.929
向上精誠路口,214987.8866,2671317.798
向上惠文路口,213764.1363,2671330.186
向上環中路口,211770.3056,2671143.912
向上河南路口,213208.3087,2671359.854
向上東興路口,214703.4579,2671320.627
向上大墩路口,214352.3422,2671323.939
向上保寧路口,205721.5929,2677925.233
向上南大墩路口,214384.3619,2671123.62
向上保成路口,205344.5727,2678264.521
仙宮府,223135.2331,2669361.759
祥龍橋,223722.0213,2674779.465
香蕉市場,224036.1791,2669530.201
祥和公園,221873.9187,2673346.563
香川,242215.8545,2690500.207
仙峰宮,220883.7218,2659260.491
下內新,218326.7601,2666416.927
賢德醫院,220947.9351,2671162.348
賢德大樓,203096.254,2686712.939
下湳子,207706.124,2686542.902
下湳仔,213794.9822,2674604.536
下湳加油站,207244.1174,2685874.45
西安里,209630.1346,2695808.321
下麻園,214590.6541,2671117.568
下寮里,202313.4866,2683985.671
下寮社區,202279.0928,2683758.96
下涼傘樹,216467.9755,2666940.485
下鐮村,221989.7036,2679758.278
下崑山,228264.8223,2681974.15
下舊庄,212488.4867,2687494.516
下晉江,207163.0342,2679835.216
下湖,227057.5524,2666460.792
下后里,221747.1741,2689276.48
下橫山,213843.6535,2678137.569
下橫龍,236152.1976,2683835.719
下龜殼,208037.3316,2695198.062
下港尾,215293.2249,2676711.34
清泉醫院,216149.6597,2679023.417
下二分埔,218707.4734,2673798.212
下段,233768.2204,2675934.518
下東興,231729.0714,2678561.451
下丁台,216734.5483,2660053.422
下達觀,242049.1927,2691008.762
下穿龍,240077.208,2686360.794
下城里,233596.5571,2679651.504
下城,223602.5669,2690907.604
下茶寮,222994.3598,2668665.075
下部仔,220402.6764,2669244.02
下博愛,245878.9522,2673676.847
下白鹿,240264.1079,2673763.974
下中興嶺,229261.9492,2678436.371
下楊厝里,210743.9477,2686745.573
下新生里,212043.3965,2670626.451
下校栗埔,230044.9821,2686502.158
下田心仔,214596.2224,2670140.322
下水底寮,231757.7414,2679292.702
下水汴頭,210009.7453,2691326.763
下豐樂里,212873.6035,2669537.791
西寧國小,206857.2517,2685622.772
下楓樹腳,215830.4074,2680907.877
西安朝天宮,204269.0146,2689257.789
五張犁福德宮,214497.3885,2665457.652
五張犁,214096.4366,2665389.99
吾友公司,221039.7297,2665922.532
烏石坑,242279.8778,2687871.037
啤酒廠美食街,211948.2775,2667307.451
烏日(新興路),211541.274,2666715.582
烏日學田里,210042.9384,2668872.265
烏日停車場,213947.2621,2666587.212
烏日林新醫院,209079.9494,2667174.186
烏日國中(新興路),211149.6868,2666794.279
烏日國中(中山路),211125.1631,2666860.243
烏日戶政(高鐵路),209663.4014,2667151.149
烏日戶政,209815.668,2667181.065
烏日區公所(新興路),211821.6124,2666623.68
烏日區公所(光日路),211858.3358,2666746.516
烏日啤酒廠,211978.0851,2667475.861
烏日(中山路),211566.5954,2666869.347
烏日橋,212684.6471,2666790.402
五權自立街口,216315.8269,2670897.749
五權學士路口,217862.1302,2672092.869
五權五廊街口,216018.3595,2670444.376
五權民享路口,206139.6965,2685764.861
五權民生路口,216488.6706,2671053.419
五權柳川西路口,216048.3284,2669969.958
五權樂群街口,216144.3317,2669767.677
五權華江北街口,205808.8676,2685778.627
五權公園路口(光大社區),217161.2386,2671769.107
五權公園路口,217159.1951,2671777.542
五權西工業區23路口,209847.2748,2672909.721
五權西工業區21路口,210078.9312,2672862.663
五權公館路口,216022.7094,2670137.696
五權西忠明南路口,215260.8911,2670593.909
五權西永春東七路口,212778.2074,2671075.107
五權西向心路口,213943.5889,2670599.215
五權西文心路口,214203.457,2670596.233
五權西萬和路口,213547.0849,2670713.131
五權西嶺東路口,210615.2778,2672157.968
五權西東興路口,214781.0941,2670586.413
五權西大墩路口,214501.9506,2670587.107
五權臺灣大道口,216736.745,2671330.46
五權南忠明南路口,216454.9313,2668179.779
五權南永和街口,216460.724,2668840.023
五權南平等路口,205215.8744,2685495.521
五權國中,217355.5228,2672304.634
五權東鎮新路口,206554.1928,2685555.918
五權西三厝街口,213008.9569,2670918.368
五權民有路口,206399.597,2685651.262
梧棲(朝元宮),202229.17,2683522.558
文化莊,205543.2535,2682246.512
武明山,223045.5693,2681403.663
武鹿里,204456.0808,2685444.784
武鹿,204970.2705,2686098.916
五龍公園,209870.5462,2675897.531
五里牌,213628.5485,2699838.214
武陵里,210442.2307,2691492.182
五哩,216378.0842,2689441.189
五崁腳,221038.024,2691908.083
五甲港,208458.5047,2698335.402
五號橋,227647.6363,2667071.746
武漢技訓中心,246334.7692,2674070.991
五光新興路口,212139.4871,2666550.61
五光溪南路口,213231.4,2665734.745
五光五中巷口,214923.4423,2665605.447
五光環中路口,214120.7582,2665358.476
五光環河路口,213781.9662,2665428.218
五光公園三街口,212189.6492,2666478.502
五光復光六巷口,212483.8553,2666128.527
五光復光五巷口,212695.9538,2665982.666
五光復光四巷口,212897.2582,2665867.514
五光里,214687.2779,2665527.951
五光國小,214094.9996,2665627
五福里1鄰,215881.826,2661863.023
五福國小,216003.8679,2663033.028
五福活動中心,216095.448,2662883.563
瑪利亞霧峰家園,221273.7864,2659460.823
五分子,205259.4652,2689388.077
霧峰郵局,219329.0113,2661893.889
霧峰分局,219607.182,2663450.141
霧峰國中,218653.7901,2662380.365
霧峰農會,219286.0697,2662222.18
霧峰農工,219466.9619,2663117.747
霧峰,219362.3145,2662163.43
吳厝里,210028.5948,2684604.934
五村口,230889.9435,2676190.789
梧棲觀光漁港,201464.6116,2687658.561
梧棲農會,202305.0857,2683270.114
